12,Kick-off.pdf,presentation,1,,True
13,Agile en Scrum.pdf,presentation,1,,True
14,IT Bootcamp - Security Training - Niek Derksen - 15-07-2024,presentation,1,,True
15,Training Introductie SDLC - Niek Derksen.pdf,presentation,1,,True
16,WT Traineeship Bootcamp Fundamnt Training - IT in een notendop - Niek Derksen.pdf,presentation,1,,True
