1,Scrum for Dummies,book,1,,True
2,SQL Pocket Guide,book,2,,True
3,The Data Warehouse Toolkit,book,1,,True
4,The Data Warehouse ETL Toolkit,book,1,,True
5,BABOK,book,2,,True
6,Business Analysis,book,1,,True
7,The Pragmatic Programmer,book,1,,True
8,Querying Data with Transact-SQL,book,2,,True
9,Oracle Certified Professional Java SE 11 Developer,book,1,,True
10,Handboek ISO 27001 Controls 2022,book,1,,True
11,MTA EXAM: HTML5 Application Development Fundamentals,book,2,,True
