20,Agile Product Ownership in a Nutshell,1,,True
21,SAFe Explained in Five Minutes,1,,True
22,Large Scaled Scrum: Spotify Model,1,,True
23,Changes to computer thinking - Stephen Fry explains cloud computing,1,,True
24,Microsoft Azure Fundamentals Certification Course (AZ-900) - Pass the exam in 3 hours!,1,,True
